thread_id,termination_type,template_category,kbas_retrieved,has_deflection,deflection_msg_count,deflection_type
7e40937d-afbe-474c-862c-099d6104db73,restarted,Request for Information/assistance IT,3,0,0,no_deflection
c802676d-f2bb-4f50-852f-c660c9336c67,restarted,Request for Information/assistance IT,4,0,0,no_deflection
3dd1bc0e-d07c-434e-896f-63cc3f0b774b,abandoned,Unknown,2,0,0,no_deflection
d674187a-b3a5-44d0-b3ce-0eab963f5051,restarted,Request for Information/assistance IT,5,0,0,no_deflection
f94fcf18-a53e-4b6d-bcb6-0020f0febed1,escalated,Microsoft 365,5,0,0,no_deflection
3277250b-5985-4078-9552-3d6c888fab07,escalated,Software Issue,5,0,0,no_deflection
e0f4168d-d50e-42d0-ab12-4af57553189a,abandoned,Unknown,4,1,1,explicit_acknowledgment
74d1da37-c69c-4238-8180-600cc0c7afdd,abandoned,Unknown,1,0,0,no_deflection
d60533f1-9e5d-46cb-a0ef-aa02048c5a31,abandoned,Unknown,6,0,0,no_deflection
9632dff9-468a-4d5b-a5db-f4c467045292,abandoned,Unknown,5,1,1,explicit_acknowledgment
527a6f00-4cd2-488a-9a5f-02452770934f,resolved,Microsoft 365,6,0,0,no_deflection
b5458bed-2a8a-425c-a323-ac55bad60f0d,abandoned,Unknown,3,0,0,no_deflection
34bec257-7750-404f-a234-d81d1c4fc95c,abandoned,Unknown,4,0,0,no_deflection
818a401a-69fd-4d44-a50c-14e526d4d459,abandoned,Unknown,6,0,0,no_deflection
35af7e2e-64d8-4d17-b661-5904c78013c1,resolved,Telephone issue,3,0,0,no_deflection
edfbc405-d30b-40b6-9f86-47fac7e7ceba,abandoned,Unknown,7,0,0,no_deflection
4d11d8cb-5e1b-4b3f-b836-37a2df650432,abandoned,Unknown,4,0,0,no_deflection
8b566472-8be7-4ec3-95ae-f2c2ce0ee864,escalated,Microsoft 365,1,0,0,no_deflection
c89d594f-8823-4708-a170-9e981b16f7c2,restarted,Request for Information/assistance IT,1,1,1,explicit_acknowledgment
6b9a44a0-b0a8-4552-9662-2e4d0460e7c0,restarted,Microsoft 365,5,0,0,no_deflection
1bd3ba48-dcf1-414d-a92d-ae58600c9483,restarted,Microsoft 365,5,0,0,no_deflection
29bc81df-3c4f-48eb-b6be-bf84d709de49,escalated,Mobile Device Issue,3,0,0,no_deflection
28578cfa-f9f0-4be3-b772-e04a3837c453,abandoned,Unknown,4,0,0,no_deflection
a019d54c-ed68-4a4c-bdbc-81579f49bff6,abandoned,Unknown,2,0,0,no_deflection
2d0963a1-ef98-4f04-8ec2-6457b1ae53aa,resolved,Microsoft 365,6,0,0,no_deflection
5482a849-8b40-4567-a327-4e2816271f14,restarted,Request for Information/assistance IT,7,1,2,explicit_acknowledgment
6d25daea-8fbe-410a-bbb9-7498635bce52,escalated,Microsoft 365,4,0,0,no_deflection
42dd4e7a-254e-43b7-b076-184cb35d903c,abandoned,Unknown,7,0,0,no_deflection
5a0b610c-3d7a-4f0a-8f34-bd6819710582,abandoned,Unknown,5,0,0,no_deflection
1e0c9a60-0866-44b6-be9b-822a776d9c58,restarted,Software Issue,0,0,0,silent_stall
9a1b1eb6-7fcb-48ab-b2f1-f56c39eceb14,abandoned,Unknown,3,0,0,no_deflection
36f7e726-5777-406a-a8bc-d61f414ed1d6,restarted,Request for Information/assistance IT,4,0,0,no_deflection
c0178736-4aa5-4571-a348-335fd00718e3,abandoned,Unknown,1,0,0,no_deflection
916bcc39-310d-468c-a5ab-5237ea02c1a9,restarted,Software Issue,7,1,1,explicit_acknowledgment
87a50e73-23f7-4274-b329-ff4b190ab218,abandoned,Unknown,4,0,0,no_deflection
07bb813c-8f16-4b2a-a25e-403ea174e433,abandoned,Unknown,0,0,0,silent_stall
36761e25-6a80-48df-b330-411f8d2c0152,abandoned,Unknown,1,0,0,no_deflection
49e3e461-5341-4d75-901c-8ad62a00a870,resolved,Printing Issue,1,0,0,no_deflection
c029a0eb-192e-4536-8ffa-2dec82ccf20d,escalated,Microsoft 365,4,0,0,no_deflection
819bf5c1-af2f-4da7-a88a-2238bb96b778,escalated,Telephone issue,3,0,0,no_deflection
df2158d0-b758-4df9-9419-39c93d07875b,resolved,Request for Information/assistance IT,7,0,0,no_deflection
